date,time,hour,time_of_day,payment_category,card,money,coffee_name,coffee_category,day_of_week,is_weekend
05-04-2024,10:42:06,10,Morning,Card,ANON-0000-0000-0012,28.9,Americano,Espresso-based,Friday,FALSE
05-04-2024,11:06:15,11,Morning,Card,ANON-0000-0000-0096,28.9,Cortado,Milk-based,Friday,FALSE
05-04-2024,12:14:28,12,Afternoon,Card,ANON-0000-0000-0097,33.8,Americano with Milk,Milk-based,Friday,FALSE
05-04-2024,14:23:40,14,Afternoon,Card,ANON-0000-0000-0098,38.7,Latte,Milk-based,Friday,FALSE
05-04-2024,14:24:50,14,Afternoon,Card,ANON-0000-0000-0098,28.9,Cortado,Milk-based,Friday,FALSE
05-04-2024,15:30:50,15,Afternoon,Cash,Cash_Payment,40,Latte,Milk-based,Friday,FALSE
05-04-2024,15:54:16,15,Afternoon,Cash,Cash_Payment,40,Cappuccino,Milk-based,Friday,FALSE
05-04-2024,15:55:31,15,Afternoon,Cash,Cash_Payment,30,Americano,Espresso-based,Friday,FALSE
05-04-2024,16:17:44,16,Afternoon,Cash,Cash_Payment,40,Cocoa,Chocolate-based,Friday,FALSE
05-04-2024,16:18:24,16,Afternoon,Card,ANON-0000-0000-0003,24,Espresso,Espresso-based,Friday,FALSE
06-04-2024,12:32:31,12,Afternoon,Card,ANON-0000-0000-0099,33.8,Americano with Milk,Milk-based,Saturday,TRUE
06-04-2024,14:13:19,14,Afternoon,Card,ANON-0000-0000-0040,38.7,Cappuccino,Milk-based,Saturday,TRUE
06-04-2024,14:14:27,14,Afternoon,Card,ANON-0000-0000-0040,28.9,Americano,Espresso-based,Saturday,TRUE
06-04-2024,14:49:50,14,Afternoon,Card,ANON-0000-0000-0009,38.7,Latte,Milk-based,Saturday,TRUE
07-04-2024,10:12:53,10,Morning,Card,ANON-0000-0000-0091,38.7,Latte,Milk-based,Sunday,TRUE
07-04-2024,12:44:32,12,Afternoon,Card,ANON-0000-0000-0040,38.7,Cappuccino,Milk-based,Sunday,TRUE
07-04-2024,12:46:05,12,Afternoon,Card,ANON-0000-0000-0040,38.7,Cappuccino,Milk-based,Sunday,TRUE
07-04-2024,14:16:25,14,Afternoon,Card,ANON-0000-0000-0100,28.9,Cortado,Milk-based,Sunday,TRUE
07-04-2024,14:17:31,14,Afternoon,Card,ANON-0000-0000-0100,24,Espresso,Espresso-based,Sunday,TRUE
07-04-2024,18:01:17,18,Evening,Card,ANON-0000-0000-0101,38.7,Hot Chocolate,Chocolate-based,Sunday,TRUE
07-04-2024,18:02:04,18,Evening,Card,ANON-0000-0000-0101,33.8,Americano with Milk,Milk-based,Sunday,TRUE
08-04-2024,10:58:21,10,Morning,Card,ANON-0000-0000-0102,33.8,Americano with Milk,Milk-based,Monday,FALSE
08-04-2024,10:59:28,10,Morning,Card,ANON-0000-0000-0103,38.7,Cappuccino,Milk-based,Monday,FALSE
08-04-2024,11:01:20,11,Morning,Card,ANON-0000-0000-0012,28.9,Americano,Espresso-based,Monday,FALSE
08-04-2024,11:04:47,11,Morning,Card,ANON-0000-0000-0104,38.7,Cappuccino,Milk-based,Monday,FALSE
08-04-2024,12:54:26,12,Afternoon,Cash,Cash_Payment,25,Espresso,Espresso-based,Monday,FALSE
08-04-2024,15:43:37,15,Afternoon,Cash,Cash_Payment,35,Americano with Milk,Milk-based,Monday,FALSE
08-04-2024,16:41:38,16,Afternoon,Card,ANON-0000-0000-0017,38.7,Latte,Milk-based,Monday,FALSE
08-04-2024,18:18:10,18,Evening,Card,ANON-0000-0000-0105,28.9,Americano,Espresso-based,Monday,FALSE
08-04-2024,19:22:27,19,Evening,Card,ANON-0000-0000-0024,33.8,Americano with Milk,Milk-based,Monday,FALSE
08-04-2024,19:23:59,19,Evening,Card,ANON-0000-0000-0106,38.7,Cappuccino,Milk-based,Monday,FALSE
09-04-2024,10:22:27,10,Morning,Cash,Cash_Payment,40,Cappuccino,Milk-based,Tuesday,FALSE
09-04-2024,10:24:10,10,Morning,Cash,Cash_Payment,30,Americano,Espresso-based,Tuesday,FALSE
09-04-2024,11:42:28,11,Morning,Card,ANON-0000-0000-0091,38.7,Latte,Milk-based,Tuesday,FALSE
09-04-2024,15:11:49,15,Afternoon,Card,ANON-0000-0000-0107,38.7,Hot Chocolate,Chocolate-based,Tuesday,FALSE
09-04-2024,17:25:24,17,Evening,Card,ANON-0000-0000-0049,38.7,Hot Chocolate,Chocolate-based,Tuesday,FALSE
10-04-2024,10:21:26,10,Morning,Cash,Cash_Payment,25,Espresso,Espresso-based,Wednesday,FALSE
10-04-2024,17:55:07,17,Evening,Cash,Cash_Payment,40,Hot Chocolate,Chocolate-based,Wednesday,FALSE
10-04-2024,17:55:31,17,Evening,Card,ANON-0000-0000-0108,24,Espresso,Espresso-based,Wednesday,FALSE
10-04-2024,18:24:59,18,Evening,Card,ANON-0000-0000-0009,38.7,Cappuccino,Milk-based,Wednesday,FALSE
10-04-2024,20:04:05,20,Evening,Card,ANON-0000-0000-0109,38.7,Latte,Milk-based,Wednesday,FALSE
11-04-2024,10:41:23,10,Morning,Card,ANON-0000-0000-0110,28.9,Americano,Espresso-based,Thursday,FALSE
11-04-2024,10:42:59,10,Morning,Card,ANON-0000-0000-0110,28.9,Americano,Espresso-based,Thursday,FALSE
11-04-2024,16:35:23,16,Afternoon,Card,ANON-0000-0000-0017,38.7,Latte,Milk-based,Thursday,FALSE
11-04-2024,19:16:57,19,Evening,Card,ANON-0000-0000-0106,38.7,Cappuccino,Milk-based,Thursday,FALSE
11-04-2024,19:18:37,19,Evening,Card,ANON-0000-0000-0024,33.8,Americano with Milk,Milk-based,Thursday,FALSE
12-04-2024,19:03:43,19,Evening,Card,ANON-0000-0000-0019,38.7,Hot Chocolate,Chocolate-based,Friday,FALSE
12-04-2024,19:38:23,19,Evening,Card,ANON-0000-0000-0009,28.9,Cortado,Milk-based,Friday,FALSE
13-04-2024,12:29:20,12,Afternoon,Card,ANON-0000-0000-0009,38.7,Latte,Milk-based,Saturday,TRUE
13-04-2024,12:43:02,12,Afternoon,Card,ANON-0000-0000-0012,28.9,Americano,Espresso-based,Saturday,TRUE
13-04-2024,15:06:52,15,Afternoon,Cash,Cash_Payment,40,Hot Chocolate,Chocolate-based,Saturday,TRUE
13-04-2024,15:07:56,15,Afternoon,Cash,Cash_Payment,40,Hot Chocolate,Chocolate-based,Saturday,TRUE
13-04-2024,16:18:04,16,Afternoon,Card,ANON-0000-0000-0111,38.7,Cappuccino,Milk-based,Saturday,TRUE
13-04-2024,16:19:40,16,Afternoon,Card,ANON-0000-0000-0111,38.7,Latte,Milk-based,Saturday,TRUE
13-04-2024,17:51:26,17,Evening,Card,ANON-0000-0000-0112,38.7,Cappuccino,Milk-based,Saturday,TRUE
13-04-2024,17:53:19,17,Evening,Card,ANON-0000-0000-0012,38.7,Cappuccino,Milk-based,Saturday,TRUE
14-04-2024,10:55:27,10,Morning,Cash,Cash_Payment,40,Latte,Milk-based,Sunday,TRUE
14-04-2024,12:24:39,12,Afternoon,Card,ANON-0000-0000-0113,38.7,Cappuccino,Milk-based,Sunday,TRUE
14-04-2024,12:27:09,12,Afternoon,Cash,Cash_Payment,30,Cortado,Milk-based,Sunday,TRUE
14-04-2024,12:29:07,12,Afternoon,Cash,Cash_Payment,30,Cortado,Milk-based,Sunday,TRUE
14-04-2024,12:31:36,12,Afternoon,Cash,Cash_Payment,35,Americano with Milk,Milk-based,Sunday,TRUE
14-04-2024,13:21:50,13,Afternoon,Card,ANON-0000-0000-0114,28.9,Cortado,Milk-based,Sunday,TRUE
14-04-2024,14:23:32,14,Afternoon,Card,ANON-0000-0000-0012,28.9,Americano,Espresso-based,Sunday,TRUE
14-04-2024,14:24:27,14,Afternoon,Card,ANON-0000-0000-0012,28.9,Americano,Espresso-based,Sunday,TRUE
14-04-2024,14:25:18,14,Afternoon,Card,ANON-0000-0000-0012,28.9,Americano,Espresso-based,Sunday,TRUE
14-04-2024,15:46:28,15,Afternoon,Card,ANON-0000-0000-0017,38.7,Cappuccino,Milk-based,Sunday,TRUE
14-04-2024,16:59:55,16,Afternoon,Card,ANON-0000-0000-0012,28.9,Cortado,Milk-based,Sunday,TRUE
14-04-2024,17:00:45,17,Evening,Card,ANON-0000-0000-0019,38.7,Latte,Milk-based,Sunday,TRUE
14-04-2024,18:38:20,18,Evening,Card,ANON-0000-0000-0115,38.7,Cappuccino,Milk-based,Sunday,TRUE
15-04-2024,11:45:25,11,Morning,Card,ANON-0000-0000-0064,28.9,Americano,Espresso-based,Monday,FALSE
15-04-2024,17:01:46,17,Evening,Card,ANON-0000-0000-0003,28.9,Americano,Espresso-based,Monday,FALSE
15-04-2024,17:02:50,17,Evening,Card,ANON-0000-0000-0004,33.8,Americano with Milk,Milk-based,Monday,FALSE
15-04-2024,19:33:03,19,Evening,Card,ANON-0000-0000-0009,33.8,Americano with Milk,Milk-based,Monday,FALSE
15-04-2024,19:41:58,19,Evening,Cash,Cash_Payment,25,Espresso,Espresso-based,Monday,FALSE
16-04-2024,10:43:50,10,Morning,Cash,Cash_Payment,35,Americano with Milk,Milk-based,Tuesday,FALSE
16-04-2024,10:46:26,10,Morning,Card,ANON-0000-0000-0116,33.8,Americano with Milk,Milk-based,Tuesday,FALSE
16-04-2024,12:40:48,12,Afternoon,Card,ANON-0000-0000-0117,38.7,Cocoa,Chocolate-based,Tuesday,FALSE
16-04-2024,12:52:08,12,Afternoon,Card,ANON-0000-0000-0064,28.9,Cortado,Milk-based,Tuesday,FALSE
16-04-2024,15:03:17,15,Afternoon,Card,ANON-0000-0000-0118,28.9,Americano,Espresso-based,Tuesday,FALSE
16-04-2024,17:42:04,17,Evening,Card,ANON-0000-0000-0024,33.8,Americano with Milk,Milk-based,Tuesday,FALSE
16-04-2024,17:43:23,17,Evening,Card,ANON-0000-0000-0009,38.7,Cappuccino,Milk-based,Tuesday,FALSE
16-04-2024,18:09:05,18,Evening,Card,ANON-0000-0000-0050,38.7,Cocoa,Chocolate-based,Tuesday,FALSE
17-04-2024,13:33:00,13,Afternoon,Card,ANON-0000-0000-0012,28.9,Americano,Espresso-based,Wednesday,FALSE
17-04-2024,13:44:00,13,Afternoon,Card,ANON-0000-0000-0119,24,Espresso,Espresso-based,Wednesday,FALSE
17-04-2024,16:13:24,16,Afternoon,Cash,Cash_Payment,40,Cappuccino,Milk-based,Wednesday,FALSE
17-04-2024,17:01:35,17,Evening,Card,ANON-0000-0000-0120,38.7,Cappuccino,Milk-based,Wednesday,FALSE
17-04-2024,17:02:41,17,Evening,Card,ANON-0000-0000-0120,38.7,Cappuccino,Milk-based,Wednesday,FALSE
17-04-2024,18:14:03,18,Evening,Card,ANON-0000-0000-0121,28.9,Cortado,Milk-based,Wednesday,FALSE
18-04-2024,11:19:02,11,Morning,Card,ANON-0000-0000-0003,28.9,Americano,Espresso-based,Thursday,FALSE
18-04-2024,11:20:06,11,Morning,Card,ANON-0000-0000-0003,28.9,Americano,Espresso-based,Thursday,FALSE
18-04-2024,13:49:13,13,Afternoon,Card,ANON-0000-0000-0122,33.8,Americano with Milk,Milk-based,Thursday,FALSE
18-04-2024,13:50:17,13,Afternoon,Card,ANON-0000-0000-0122,28.9,Cortado,Milk-based,Thursday,FALSE
18-04-2024,14:34:20,14,Afternoon,Card,ANON-0000-0000-0123,38.7,Cappuccino,Milk-based,Thursday,FALSE
18-04-2024,14:35:49,14,Afternoon,Card,ANON-0000-0000-0123,38.7,Latte,Milk-based,Thursday,FALSE
18-04-2024,17:44:16,17,Evening,Card,ANON-0000-0000-0069,38.7,Latte,Milk-based,Thursday,FALSE
18-04-2024,18:21:06,18,Evening,Card,ANON-0000-0000-0085,38.7,Cappuccino,Milk-based,Thursday,FALSE
18-04-2024,19:39:51,19,Evening,Card,ANON-0000-0000-0024,38.7,Hot Chocolate,Chocolate-based,Thursday,FALSE
18-04-2024,19:40:49,19,Evening,Card,ANON-0000-0000-0009,38.7,Hot Chocolate,Chocolate-based,Thursday,FALSE
19-04-2024,10:10:36,10,Morning,Card,ANON-0000-0000-0001,38.7,Latte,Milk-based,Friday,FALSE
19-04-2024,13:11:48,13,Afternoon,Card,ANON-0000-0000-0040,33.8,Americano with Milk,Milk-based,Friday,FALSE
19-04-2024,13:13:21,13,Afternoon,Card,ANON-0000-0000-0040,38.7,Cappuccino,Milk-based,Friday,FALSE
19-04-2024,13:58:54,13,Afternoon,Card,ANON-0000-0000-0124,38.7,Hot Chocolate,Chocolate-based,Friday,FALSE
19-04-2024,13:59:50,13,Afternoon,Card,ANON-0000-0000-0124,38.7,Cappuccino,Milk-based,Friday,FALSE
19-04-2024,18:23:19,18,Evening,Card,ANON-0000-0000-0024,38.7,Cocoa,Chocolate-based,Friday,FALSE
19-04-2024,18:25:33,18,Evening,Card,ANON-0000-0000-0009,33.8,Americano with Milk,Milk-based,Friday,FALSE
20-04-2024,11:24:43,11,Morning,Cash,Cash_Payment,35,Americano with Milk,Milk-based,Saturday,TRUE
20-04-2024,12:08:36,12,Afternoon,Card,ANON-0000-0000-0125,33.8,Americano with Milk,Milk-based,Saturday,TRUE
20-04-2024,12:09:43,12,Afternoon,Card,ANON-0000-0000-0125,33.8,Americano with Milk,Milk-based,Saturday,TRUE
20-04-2024,13:08:37,13,Afternoon,Card,ANON-0000-0000-0118,28.9,Americano,Espresso-based,Saturday,TRUE
20-04-2024,13:09:48,13,Afternoon,Card,ANON-0000-0000-0118,33.8,Americano with Milk,Milk-based,Saturday,TRUE
20-04-2024,13:10:55,13,Afternoon,Card,ANON-0000-0000-0118,38.7,Hot Chocolate,Chocolate-based,Saturday,TRUE
20-04-2024,14:44:18,14,Afternoon,Card,ANON-0000-0000-0040,38.7,Cappuccino,Milk-based,Saturday,TRUE
20-04-2024,15:11:00,15,Afternoon,Card,ANON-0000-0000-0009,33.8,Americano with Milk,Milk-based,Saturday,TRUE
20-04-2024,15:22:41,15,Afternoon,Card,ANON-0000-0000-0012,32.82,Americano with Milk,Milk-based,Saturday,TRUE
20-04-2024,15:49:25,15,Afternoon,Card,ANON-0000-0000-0126,32.82,Americano with Milk,Milk-based,Saturday,TRUE
20-04-2024,17:07:58,17,Evening,Cash,Cash_Payment,39,Cocoa,Chocolate-based,Saturday,TRUE
20-04-2024,18:27:41,18,Evening,Card,ANON-0000-0000-0127,37.72,Cappuccino,Milk-based,Saturday,TRUE
20-04-2024,18:28:47,18,Evening,Card,ANON-0000-0000-0127,37.72,Cappuccino,Milk-based,Saturday,TRUE
20-04-2024,19:30:55,19,Evening,Card,ANON-0000-0000-0128,37.72,Latte,Milk-based,Saturday,TRUE
21-04-2024,11:16:46,11,Morning,Card,ANON-0000-0000-0001,37.72,Latte,Milk-based,Sunday,TRUE
21-04-2024,14:15:38,14,Afternoon,Card,ANON-0000-0000-0099,27.92,Americano,Espresso-based,Sunday,TRUE
21-04-2024,17:09:03,17,Evening,Cash,Cash_Payment,39,Cappuccino,Milk-based,Sunday,TRUE
22-04-2024,11:09:16,11,Morning,Card,ANON-0000-0000-0012,27.92,Americano,Espresso-based,Monday,FALSE
22-04-2024,11:29:27,11,Morning,Card,ANON-0000-0000-0129,32.82,Americano with Milk,Milk-based,Monday,FALSE
22-04-2024,18:40:33,18,Evening,Cash,Cash_Payment,39,Latte,Milk-based,Monday,FALSE
22-04-2024,19:39:05,19,Evening,Card,ANON-0000-0000-0009,37.72,Latte,Milk-based,Monday,FALSE
22-04-2024,20:02:29,20,Evening,Cash,Cash_Payment,39,Cappuccino,Milk-based,Monday,FALSE
23-04-2024,14:22:36,14,Afternoon,Card,ANON-0000-0000-0025,37.72,Cappuccino,Milk-based,Tuesday,FALSE
23-04-2024,14:23:53,14,Afternoon,Card,ANON-0000-0000-0024,32.82,Americano with Milk,Milk-based,Tuesday,FALSE
23-04-2024,14:24:58,14,Afternoon,Card,ANON-0000-0000-0009,37.72,Cappuccino,Milk-based,Tuesday,FALSE
23-04-2024,19:42:28,19,Evening,Card,ANON-0000-0000-0130,32.82,Americano with Milk,Milk-based,Tuesday,FALSE
23-04-2024,19:43:26,19,Evening,Card,ANON-0000-0000-0130,32.82,Americano with Milk,Milk-based,Tuesday,FALSE
24-04-2024,10:19:38,10,Morning,Card,ANON-0000-0000-0001,37.72,Latte,Milk-based,Wednesday,FALSE
24-04-2024,10:21:27,10,Morning,Card,ANON-0000-0000-0131,32.82,Americano with Milk,Milk-based,Wednesday,FALSE
24-04-2024,11:23:46,11,Morning,Card,ANON-0000-0000-0132,32.82,Americano with Milk,Milk-based,Wednesday,FALSE
24-04-2024,11:33:26,11,Morning,Card,ANON-0000-0000-0133,32.82,Americano with Milk,Milk-based,Wednesday,FALSE
24-04-2024,12:39:09,12,Afternoon,Card,ANON-0000-0000-0059,32.82,Americano with Milk,Milk-based,Wednesday,FALSE
24-04-2024,16:39:07,16,Afternoon,Card,ANON-0000-0000-0009,32.82,Americano with Milk,Milk-based,Wednesday,FALSE
24-04-2024,19:39:50,19,Evening,Card,ANON-0000-0000-0134,32.82,Americano with Milk,Milk-based,Wednesday,FALSE
24-04-2024,19:40:54,19,Evening,Card,ANON-0000-0000-0134,37.72,Cappuccino,Milk-based,Wednesday,FALSE
25-04-2024,10:46:08,10,Morning,Card,ANON-0000-0000-0135,27.92,Americano,Espresso-based,Thursday,FALSE
25-04-2024,15:18:27,15,Afternoon,Card,ANON-0000-0000-0009,37.72,Latte,Milk-based,Thursday,FALSE
25-04-2024,17:09:44,17,Evening,Card,ANON-0000-0000-0012,27.92,Americano,Espresso-based,Thursday,FALSE
25-04-2024,17:10:49,17,Evening,Card,ANON-0000-0000-0012,27.92,Americano,Espresso-based,Thursday,FALSE
26-04-2024,10:12:51,10,Morning,Card,ANON-0000-0000-0001,37.72,Latte,Milk-based,Friday,FALSE
26-04-2024,12:01:31,12,Afternoon,Card,ANON-0000-0000-0136,37.72,Latte,Milk-based,Friday,FALSE
26-04-2024,13:31:28,13,Afternoon,Card,ANON-0000-0000-0137,37.72,Cappuccino,Milk-based,Friday,FALSE
26-04-2024,15:32:35,15,Afternoon,Card,ANON-0000-0000-0012,27.92,Americano,Espresso-based,Friday,FALSE
26-04-2024,15:33:33,15,Afternoon,Card,ANON-0000-0000-0012,27.92,Americano,Espresso-based,Friday,FALSE
26-04-2024,16:23:27,16,Afternoon,Card,ANON-0000-0000-0138,27.92,Cortado,Milk-based,Friday,FALSE
26-04-2024,16:24:34,16,Afternoon,Card,ANON-0000-0000-0139,27.92,Americano,Espresso-based,Friday,FALSE
26-04-2024,19:32:07,19,Evening,Card,ANON-0000-0000-0009,37.72,Hot Chocolate,Chocolate-based,Friday,FALSE
26-04-2024,19:33:30,19,Evening,Card,ANON-0000-0000-0009,37.72,Cocoa,Chocolate-based,Friday,FALSE
27-04-2024,15:27:01,15,Afternoon,Card,ANON-0000-0000-0009,37.72,Cappuccino,Milk-based,Saturday,TRUE
28-04-2024,10:32:52,10,Morning,Card,ANON-0000-0000-0001,37.72,Latte,Milk-based,Sunday,TRUE
28-04-2024,12:30:10,12,Afternoon,Card,ANON-0000-0000-0140,37.72,Cappuccino,Milk-based,Sunday,TRUE
28-04-2024,18:27:08,18,Evening,Card,ANON-0000-0000-0012,27.92,Americano,Espresso-based,Sunday,TRUE
28-04-2024,18:28:11,18,Evening,Card,ANON-0000-0000-0012,27.92,Americano,Espresso-based,Sunday,TRUE
28-04-2024,18:29:02,18,Evening,Card,ANON-0000-0000-0019,37.72,Latte,Milk-based,Sunday,TRUE
29-04-2024,11:26:32,11,Morning,Card,ANON-0000-0000-0141,27.92,Cortado,Milk-based,Monday,FALSE
29-04-2024,13:27:57,13,Afternoon,Card,ANON-0000-0000-0003,27.92,Americano,Espresso-based,Monday,FALSE
29-04-2024,13:28:54,13,Afternoon,Card,ANON-0000-0000-0003,27.92,Cortado,Milk-based,Monday,FALSE
29-04-2024,13:53:36,13,Afternoon,Card,ANON-0000-0000-0141,27.92,Cortado,Milk-based,Monday,FALSE
29-04-2024,13:54:24,13,Afternoon,Card,ANON-0000-0000-0141,32.82,Americano with Milk,Milk-based,Monday,FALSE
29-04-2024,18:37:48,18,Evening,Card,ANON-0000-0000-0140,37.72,Cappuccino,Milk-based,Monday,FALSE
29-04-2024,19:12:33,19,Evening,Card,ANON-0000-0000-0134,37.72,Cappuccino,Milk-based,Monday,FALSE
29-04-2024,19:13:38,19,Evening,Card,ANON-0000-0000-0134,37.72,Cappuccino,Milk-based,Monday,FALSE
30-04-2024,10:16:41,10,Morning,Card,ANON-0000-0000-0142,37.72,Latte,Milk-based,Tuesday,FALSE
30-04-2024,10:34:52,10,Morning,Card,ANON-0000-0000-0142,32.82,Americano with Milk,Milk-based,Tuesday,FALSE
30-04-2024,10:35:48,10,Morning,Card,ANON-0000-0000-0142,32.82,Americano with Milk,Milk-based,Tuesday,FALSE
30-04-2024,13:41:52,13,Afternoon,Card,ANON-0000-0000-0142,27.92,Americano,Espresso-based,Tuesday,FALSE
30-04-2024,13:43:00,13,Afternoon,Card,ANON-0000-0000-0142,32.82,Americano with Milk,Milk-based,Tuesday,FALSE
30-04-2024,19:19:18,19,Evening,Card,ANON-0000-0000-0142,37.72,Cappuccino,Milk-based,Tuesday,FALSE
30-04-2024,19:30:04,19,Evening,Card,ANON-0000-0000-0142,32.82,Americano with Milk,Milk-based,Tuesday,FALSE
30-04-2024,19:31:21,19,Evening,Card,ANON-0000-0000-0142,37.72,Latte,Milk-based,Tuesday,FALSE
02-05-2024,10:33:56,10,Morning,Card,ANON-0000-0000-0143,27.92,Americano,Espresso-based,Thursday,FALSE
02-05-2024,11:29:57,11,Morning,Cash,Cash_Payment,39,Latte,Milk-based,Thursday,FALSE
02-05-2024,13:49:40,13,Afternoon,Card,ANON-0000-0000-0133,32.82,Americano with Milk,Milk-based,Thursday,FALSE
02-05-2024,18:36:22,18,Evening,Card,ANON-0000-0000-0144,37.72,Cappuccino,Milk-based,Thursday,FALSE
02-05-2024,18:41:11,18,Evening,Card,ANON-0000-0000-0024,32.82,Americano with Milk,Milk-based,Thursday,FALSE
02-05-2024,19:18:33,19,Evening,Card,ANON-0000-0000-0145,37.72,Latte,Milk-based,Thursday,FALSE
02-05-2024,19:19:56,19,Evening,Card,ANON-0000-0000-0145,37.72,Cappuccino,Milk-based,Thursday,FALSE
03-05-2024,10:11:53,10,Morning,Cash,Cash_Payment,39,Latte,Milk-based,Friday,FALSE
03-05-2024,14:30:01,14,Afternoon,Card,ANON-0000-0000-0146,37.72,Latte,Milk-based,Friday,FALSE
03-05-2024,17:03:25,17,Evening,Card,ANON-0000-0000-0147,37.72,Latte,Milk-based,Friday,FALSE
06-05-2024,10:05:18,10,Morning,Card,ANON-0000-0000-0148,27.92,Americano,Espresso-based,Monday,FALSE
06-05-2024,10:06:52,10,Morning,Card,ANON-0000-0000-0149,37.72,Cappuccino,Milk-based,Monday,FALSE
06-05-2024,10:08:06,10,Morning,Card,ANON-0000-0000-0149,32.82,Americano with Milk,Milk-based,Monday,FALSE
06-05-2024,10:09:08,10,Morning,Card,ANON-0000-0000-0150,27.92,Americano,Espresso-based,Monday,FALSE
06-05-2024,10:39:13,10,Morning,Card,ANON-0000-0000-0141,27.92,Cortado,Milk-based,Monday,FALSE
06-05-2024,11:34:21,11,Morning,Cash,Cash_Payment,29,Americano,Espresso-based,Monday,FALSE
06-05-2024,13:18:11,13,Afternoon,Card,ANON-0000-0000-0148,27.92,Cortado,Milk-based,Monday,FALSE
06-05-2024,13:19:01,13,Afternoon,Card,ANON-0000-0000-0148,27.92,Americano,Espresso-based,Monday,FALSE
06-05-2024,19:18:13,19,Evening,Card,ANON-0000-0000-0151,37.72,Cappuccino,Milk-based,Monday,FALSE
06-05-2024,19:19:50,19,Evening,Card,ANON-0000-0000-0151,37.72,Cappuccino,Milk-based,Monday,FALSE
07-05-2024,10:44:56,10,Morning,Card,ANON-0000-0000-0148,37.72,Cocoa,Chocolate-based,Tuesday,FALSE
07-05-2024,11:21:58,11,Morning,Card,ANON-0000-0000-0141,27.92,Cortado,Milk-based,Tuesday,FALSE
07-05-2024,13:23:35,13,Afternoon,Card,ANON-0000-0000-0077,27.92,Cortado,Milk-based,Tuesday,FALSE
07-05-2024,16:42:08,16,Afternoon,Card,ANON-0000-0000-0148,37.72,Cocoa,Chocolate-based,Tuesday,FALSE
07-05-2024,16:55:39,16,Afternoon,Card,ANON-0000-0000-0152,27.92,Americano,Espresso-based,Tuesday,FALSE
07-05-2024,17:37:46,17,Evening,Card,ANON-0000-0000-0153,37.72,Cappuccino,Milk-based,Tuesday,FALSE
07-05-2024,17:38:48,17,Evening,Card,ANON-0000-0000-0153,37.72,Latte,Milk-based,Tuesday,FALSE
07-05-2024,18:35:37,18,Evening,Cash,Cash_Payment,34,Americano with Milk,Milk-based,Tuesday,FALSE
07-05-2024,19:12:13,19,Evening,Card,ANON-0000-0000-0154,37.72,Cappuccino,Milk-based,Tuesday,FALSE
07-05-2024,19:13:12,19,Evening,Card,ANON-0000-0000-0154,37.72,Cappuccino,Milk-based,Tuesday,FALSE
08-05-2024,10:07:29,10,Morning,Card,ANON-0000-0000-0001,37.72,Latte,Milk-based,Wednesday,FALSE
09-05-2024,12:54:22,12,Afternoon,Card,ANON-0000-0000-0155,37.72,Cappuccino,Milk-based,Thursday,FALSE
09-05-2024,13:03:59,13,Afternoon,Card,ANON-0000-0000-0156,27.92,Americano,Espresso-based,Thursday,FALSE
09-05-2024,13:04:58,13,Afternoon,Card,ANON-0000-0000-0156,37.72,Latte,Milk-based,Thursday,FALSE
09-05-2024,13:06:11,13,Afternoon,Card,ANON-0000-0000-0156,37.72,Latte,Milk-based,Thursday,FALSE
09-05-2024,13:07:16,13,Afternoon,Card,ANON-0000-0000-0156,37.72,Latte,Milk-based,Thursday,FALSE
09-05-2024,16:55:15,16,Afternoon,Card,ANON-0000-0000-0118,27.92,Americano,Espresso-based,Thursday,FALSE
09-05-2024,16:56:15,16,Afternoon,Card,ANON-0000-0000-0118,27.92,Americano,Espresso-based,Thursday,FALSE
09-05-2024,18:01:30,18,Evening,Card,ANON-0000-0000-0157,27.92,Americano,Espresso-based,Thursday,FALSE
09-05-2024,18:13:56,18,Evening,Card,ANON-0000-0000-0143,32.82,Americano with Milk,Milk-based,Thursday,FALSE
10-05-2024,10:09:22,10,Morning,Cash,Cash_Payment,39,Latte,Milk-based,Friday,FALSE
10-05-2024,15:46:22,15,Afternoon,Card,ANON-0000-0000-0158,37.72,Latte,Milk-based,Friday,FALSE
10-05-2024,15:47:33,15,Afternoon,Card,ANON-0000-0000-0158,37.72,Latte,Milk-based,Friday,FALSE
10-05-2024,16:20:15,16,Afternoon,Cash,Cash_Payment,34,Americano with Milk,Milk-based,Friday,FALSE
11-05-2024,11:39:53,11,Morning,Card,ANON-0000-0000-0069,37.72,Latte,Milk-based,Saturday,TRUE
11-05-2024,17:02:44,17,Evening,Cash,Cash_Payment,39,Latte,Milk-based,Saturday,TRUE
11-05-2024,17:20:30,17,Evening,Card,ANON-0000-0000-0009,32.82,Americano with Milk,Milk-based,Saturday,TRUE
11-05-2024,17:21:56,17,Evening,Card,ANON-0000-0000-0026,37.72,Cocoa,Chocolate-based,Saturday,TRUE
11-05-2024,17:23:57,17,Evening,Card,ANON-0000-0000-0040,37.72,Cappuccino,Milk-based,Saturday,TRUE
11-05-2024,17:28:54,17,Evening,Card,ANON-0000-0000-0012,32.82,Americano with Milk,Milk-based,Saturday,TRUE
11-05-2024,18:35:40,18,Evening,Card,ANON-0000-0000-0115,37.72,Cappuccino,Milk-based,Saturday,TRUE
11-05-2024,19:38:16,19,Evening,Card,ANON-0000-0000-0159,37.72,Latte,Milk-based,Saturday,TRUE
